License_Number,Date,Activity,City_Name,County_Name
421804,1/3/2018 0:00,Marijuana Premises Check,SEATTLE,KING
414491,1/16/2018 0:00,Marijuana Premises Check,COVINGTON,KING
422447,1/6/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414298,1/22/2018 0:00,Marijuana Premises Check,SEATTLE,KING
414298,1/4/2018 0:00,Marijuana Premises Check,SEATTLE,KING
425507,1/10/2018 0:00,Marijuana Premises Check,REDMOND,KING
425686,1/31/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
423413,1/12/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
414871,1/18/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
84045,1/10/2018 0:00,Marijuana Compliance Check-Sale,VANCOUVER,CLARK
417285,1/16/2018 0:00,Marijuana Premises Check,SEATTLE,KING
413289,1/29/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
412490,1/6/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
350766,1/12/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
413385,1/23/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
412952,1/4/2018 0:00,Marijuana Premises Check,SEATTLE,KING
421687,1/29/2018 0:00,Marijuana Premises Check,DAVENPORT,LINCOLN
412082,1/10/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
414962,1/25/2018 0:00,Marijuana Premises Check,PUYALLUP,PIERCE
414962,1/25/2018 0:00,Marijuana Premises Check,PUYALLUP,PIERCE
421618,1/29/2018 0:00,Marijuana Premises Check,SEATTLE,KING
85059,1/22/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,CHELAN
416977,1/3/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PACIFIC
412180,1/25/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
425767,1/24/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
422570,1/19/2018 0:00,Marijuana Premises Check,EDMONDS,SNOHOMISH
414823,1/2/2018 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
414520,1/25/2018 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
416540,1/18/2018 0:00,Marijuana Compliance Check-no Sale,OLYMPIA,THURSTON
422168,1/9/2018 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
414500,1/17/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
415645,1/22/2018 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
416767,1/24/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
420785,1/30/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
420336,1/17/2018 0:00,Marijuana Compliance Check-no Sale,KIRKLAND,KING
414893,1/9/2018 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
424647,1/24/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
416633,1/23/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
422350,1/5/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
422527,1/4/2018 0:00,Marijuana Premises Check,VANCOUVER,CLARK
415410,1/26/2018 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
421707,1/19/2018 0:00,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
420336,1/4/2018 0:00,Marijuana Premises Check,KIRKLAND,KING
421151,1/31/2018 0:00,Marijuana Premises Check,PULLMAN,WHITMAN
422103,1/11/2018 0:00,Marijuana Compliance Check-Sale,OAK HARBOR,ISLAND
414495,1/17/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
415665,1/3/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413596,1/24/2018 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
414225,1/11/2018 0:00,Marijuana Compliance Check-Sale,PROSSER,BENTON
422103,1/12/2018 0:00,Marijuana Premises Check,OAK HARBOR,ISLAND
413481,1/22/2018 0:00,Marijuana Compliance Check-no Sale,EAST WENATCHEE,DOUGLAS
421491,1/18/2018 0:00,Marijuana Compliance Check-no Sale,OLYMPIA,THURSTON
414296,1/30/2018 0:00,Marijuana Premises Check,BELLEVUE,KING
421632,1/3/2018 0:00,Marijuana Premises Check,LACEY,THURSTON
423402,1/31/2018 0:00,Marijuana Premises Check,SEATTLE,KING
421707,1/10/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
421804,1/17/2018 0:00,Marijuana Premises Check,SEATTLE,KING
412588,1/16/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413692,1/4/2018 0:00,Marijuana Compliance Check-Sale,SEATTLE,KING
414520,1/12/2018 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
423775,1/20/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
424751,1/7/2018 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
84154,1/4/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
422765,1/4/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
422278,1/6/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412235,1/4/2018 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
425023,1/12/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
413805,1/4/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
422139,1/19/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
413529,1/11/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
424848,1/18/2018 0:00,Marijuana Compliance Check-no Sale,TUMWATER,THURSTON
423634,1/4/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
414829,1/4/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
415634,1/24/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
413363,1/31/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
413802,1/18/2018 0:00,Marijuana Compliance Check-no Sale,TUMWATER,THURSTON
410273,1/10/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
415115,1/22/2018 0:00,Marijuana Compliance Check-no Sale,KENMORE,KING
417335,1/29/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414051,1/12/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
413812,1/16/2018 0:00,Marijuana Premises Check,FIFE,PIERCE
415127,1/29/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
415406,1/12/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
415567,1/4/2018 0:00,Marijuana Premises Check,ABERDEEN,GRAYS HARBOR
424463,1/29/2018 0:00,Marijuana Premises Check,SEATTLE,KING
425507,1/22/2018 0:00,Marijuana Premises Check,REDMOND,KING
422158,1/31/2018 0:00,Marijuana Premises Check,VANCOUVER,CLARK
424498,1/30/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,LEWIS
414918,1/9/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
414475,1/17/2018 0:00,Marijuana Premises Check,KIRKLAND,KING
421805,1/8/2018 0:00,Marijuana Premises Check,VANCOUVER,CLARK
414430,1/3/2018 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
423379,1/13/2018 0:00,Marijuana Premises Check,SEATTLE,KING
416902,1/10/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
422037,1/13/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
423542,1/22/2018 0:00,Marijuana Compliance Check-no Sale,WENATCHEE,CHELAN
415112,1/6/2018 0:00,Marijuana Premises Check,MILLWOOD,SPOKANE
423571,1/5/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413287,1/5/2018 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
413626,1/3/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
414539,1/19/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
422350,1/25/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415941,1/12/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
420908,1/31/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
422363,1/30/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
420633,1/30/2018 0:00,Marijuana Premises Check,RENTON,KING
413893,1/30/2018 0:00,Marijuana Premises Check,RENTON,KING
413798,1/31/2018 0:00,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
413665,1/9/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
421813,1/29/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
350766,1/23/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
417114,1/5/2018 0:00,Marijuana Premises Check,PULLMAN,WHITMAN
422138,1/7/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHITMAN
414520,1/12/2018 0:00,Marijuana Compliance Check-Sale,EVERETT,SNOHOMISH
414803,1/18/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413385,1/4/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
413600,1/31/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
421141,1/4/2018 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
423571,1/30/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
421642,1/9/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413737,1/12/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
425273,1/12/2018 0:00,Marijuana Premises Check,WALLA WALLA (CITY),WALLA WALLA
414823,1/6/2018 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
415534,1/9/2018 0:00,Marijuana Premises Check,SEATTLE,KING
413677,1/19/2018 0:00,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
413994,1/10/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,FERRY
421658,1/30/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
413541,1/9/2018 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
422097,1/16/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
415513,1/22/2018 0:00,Marijuana Compliance Check-no Sale,LAKE FOREST PARK,KING
424256,12/20/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414462,1/18/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
422380,1/12/2018 0:00,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
415032,1/2/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
414785,1/22/2018 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
424190,1/25/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PACIFIC
413534,1/4/2018 0:00,Marijuana Premises Check,ANACORTES,SKAGIT
413570,1/4/2018 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
416495,1/3/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
414716,1/10/2018 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
420934,1/22/2018 0:00,Marijuana Compliance Check-no Sale,WENATCHEE,CHELAN
415211,1/19/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
421652,1/4/2018 0:00,Marijuana Compliance Check-no Sale,ANACORTES,SKAGIT
412515,1/4/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
354876,1/24/2018 0:00,Marijuana Premises Check,YAKIMA,YAKIMA
414893,1/12/2018 0:00,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
422448,1/10/2018 0:00,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
422103,1/17/2018 0:00,Marijuana Premises Check,OAK HARBOR,ISLAND
422765,1/24/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
422701,1/3/2018 0:00,Marijuana Premises Check,SPRAGUE,LINCOLN
424340,1/16/2018 0:00,Marijuana Premises Check,SEATTLE,KING
416102,1/12/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
413805,1/16/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
425185,1/2/2018 0:00,Marijuana Premises Check,LACEY,THURSTON
415343,1/18/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,MASON
417192,1/26/2018 0:00,Marijuana Premises Check,CHEHALIS,LEWIS
422234,1/25/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,GRAYS HARBOR
414475,1/17/2018 0:00,Marijuana Compliance Check-no Sale,KIRKLAND,KING
85059,1/22/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
85059,1/23/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
412088,1/25/2018 0:00,Marijuana Premises Check,RAYMOND,PACIFIC
415124,1/29/2018 0:00,Marijuana Premises Check,SOUTH BEND,PACIFIC
84045,1/16/2018 0:00,Marijuana Premises Check,VANCOUVER,CLARK
413948,1/5/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
350766,1/12/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
415222,1/17/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
412070,1/18/2018 0:00,Marijuana Premises Check,SEATTLE,KING
413533,1/26/2018 0:00,Marijuana Premises Check,BURLINGTON,SKAGIT
425696,1/16/2018 0:00,Marijuana Premises Check,SEATTLE,KING
422570,1/12/2018 0:00,Marijuana Compliance Check-Sale,EDMONDS,SNOHOMISH
426050,1/26/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
413692,1/4/2018 0:00,Marijuana Premises Check,SEATTLE,KING
85059,1/30/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
415130,1/18/2018 0:00,Marijuana Compliance Check-no Sale,OLYMPIA,THURSTON
422399,1/12/2018 0:00,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
414841,1/3/2018 0:00,Marijuana Premises Check,RENTON,KING
425767,1/31/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
424311,1/26/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
412066,1/10/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,STEVENS
420785,1/24/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
416870,1/19/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
353928,1/24/2018 0:00,Marijuana Premises Check,YAKIMA,YAKIMA
353928,1/24/2018 0:00,Marijuana Premises Check,YAKIMA,YAKIMA
413819,1/4/2018 0:00,Marijuana Compliance Check-no Sale,ARLINGTON,SNOHOMISH
422139,1/10/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
421005,1/12/2018 0:00,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
422103,1/11/2018 0:00,Marijuana Premises Check,OAK HARBOR,ISLAND
422457,1/31/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
413123,1/11/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
415509,1/3/2018 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
415509,1/3/2018 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
416102,12/12/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
421616,12/31/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
425023,1/11/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
413858,1/25/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
417949,1/31/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
421707,1/19/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
422781,1/30/2018 0:00,Marijuana Premises Check,MOUNT VERNON,SKAGIT
414970,1/8/2018 0:00,Marijuana Premises Check,BATTLE GROUND,CLARK
412466,1/23/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,COWLITZ
423000,1/24/2018 0:00,Marijuana Compliance Check-no Sale,BELLEVUE,KING
414290,1/24/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
414295,1/13/2018 0:00,Marijuana Premises Check,DES MOINES,KING
421562,1/4/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
421804,1/12/2018 0:00,Marijuana Premises Check,SEATTLE,KING
422139,1/31/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
420764,1/18/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
84045,1/12/2018 0:00,Marijuana Premises Check,VANCOUVER,CLARK
413803,1/12/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
415287,1/12/2018 0:00,Marijuana Compliance Check-no Sale,MUKILTEO,SNOHOMISH
81400,1/23/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
420389,1/11/2018 0:00,Marijuana Premises Check,BURIEN,KING
420741,1/24/2018 0:00,Marijuana Premises Check,BURIEN,KING
415697,1/18/2018 0:00,Marijuana Premises Check,SEATTLE,KING
422168,1/2/2018 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
416425,1/19/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
413732,1/24/2018 0:00,Marijuana Premises Check,VANCOUVER,CLARK
422658,1/23/2018 0:00,Marijuana Premises Check,RITZVILLE,ADAMS
416870,1/10/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
425362,1/6/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
421642,1/5/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
416159,1/11/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
412341,1/23/2018 0:00,Marijuana Premises Check,HOQUIAM,GRAYS HARBOR
422658,1/8/2018 0:00,Marijuana Premises Check,RITZVILLE,ADAMS
422504,1/3/2018 0:00,Marijuana Premises Check,CHENEY,SPOKANE
413843,1/9/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
417029,1/17/2018 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
415652,1/17/2018 0:00,Marijuana Compliance Check-no Sale,KIRKLAND,KING
422361,1/30/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
414884,2/12/2018 0:00,Marijuana Premises Check,SEATTLE,KING
421642,2/6/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
416958,2/5/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
76189,2/3/2018 0:00,Marijuana Premises Check,IONE,PEND OREILLE
413481,2/28/2018 0:00,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
413803,2/1/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
425507,2/15/2018 0:00,Marijuana Premises Check,REDMOND,KING
414250,2/28/2018 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
414573,2/1/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
423809,2/21/2018 0:00,Marijuana Premises Check,SEATTLE,KING
420336,2/6/2018 0:00,Marijuana Premises Check,KIRKLAND,KING
421326,2/22/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,CLARK
415303,2/3/2018 0:00,Marijuana Compliance Check-Sale,YAKIMA,YAKIMA
417395,2/8/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
422817,2/14/2018 0:00,Marijuana Compliance Check-no Sale,BLAINE,WHATCOM
413366,2/8/2018 0:00,Marijuana Premises Check,EPHRATA,GRANT
415488,2/27/2018 0:00,Marijuana Compliance Check-no Sale,HOQUIAM,GRAYS HARBOR
414470,2/3/2018 0:00,Marijuana Compliance Check-no Sale,UNION GAP,YAKIMA
414273,2/7/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
422442,2/27/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
421432,2/21/2018 0:00,Marijuana Premises Check,MONROE,SNOHOMISH
414918,2/14/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,WHATCOM
420418,2/7/2018 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
,2/5/2018 0:00,Marijuana Premises Check,,
412612,2/8/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
414108,2/27/2018 0:00,Marijuana Premises Check,ISSAQUAH,KING
414181,2/1/2018 0:00,Marijuana Premises Check,SEQUIM,CLALLAM
420478,2/15/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
421757,2/8/2018 0:00,Marijuana Compliance Check-no Sale,ILWACO,PACIFIC
413803,2/6/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
423681,2/12/2018 0:00,Marijuana Premises Check,BLAINE,WHATCOM
416606,2/8/2018 0:00,Marijuana Applicant Site Verification,UNINCORP. AREAS,LINCOLN
415229,2/6/2018 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
421514,2/1/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
423754,2/6/2018 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
413558,2/17/2018 0:00,Marijuana Premises Check,SEATTLE,KING
412862,2/21/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
415534,2/6/2018 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
416113,2/13/2018 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
421805,2/1/2018 0:00,Marijuana Premises Check,VANCOUVER,CLARK
413420,2/8/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
364799,2/15/2018 0:00,Marijuana Premises Check,EDMONDS,SNOHOMISH
420478,2/1/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
412490,2/8/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414295,2/7/2018 0:00,Marijuana Premises Check,DES MOINES,KING
422930,2/1/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413994,2/27/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,FERRY
422202,2/27/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
421813,2/14/2018 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,WHATCOM
412490,2/9/2018 0:00,Marijuana Applicant Site Verification,SPOKANE (CITY),SPOKANE
415348,2/8/2018 0:00,Marijuana Premises Check,SEATTLE,KING
426050,2/7/2018 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
357353,2/12/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,LEWIS
423885,2/11/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
421083,2/8/2018 0:00,Marijuana Compliance Check-no Sale,SHORELINE,KING
417148,2/12/2018 0:00,Marijuana Premises Check,SEATTLE,KING
414558,2/8/2018 0:00,Marijuana Compliance Check-no Sale,GRAND COULEE,GRANT
421910,2/15/2018 0:00,Marijuana Premises Check,MONROE,SNOHOMISH
353260,2/8/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
416829,2/21/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
423829,2/21/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
416590,2/12/2018 0:00,Marijuana Premises Check,OKANOGAN,OKANOGAN
414876,2/22/2018 0:00,Marijuana Compliance Check-no Sale,VANCOUVER,CLARK
414460,2/16/2018 0:00,Marijuana Compliance Check-no Sale,ROSLYN,KITTITAS
425584,2/15/2018 0:00,Marijuana Premises Check,PULLMAN,WHITMAN
424647,2/14/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
416153,2/1/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
414740,2/27/2018 0:00,Marijuana Premises Check,OMAK,OKANOGAN
413762,2/8/2018 0:00,Marijuana Compliance Check-no Sale,SEDRO WOOLLEY,SKAGIT
421069,2/22/2018 0:00,Marijuana Compliance Check-no Sale,OLYMPIA,THURSTON
412747,2/15/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413846,2/26/2018 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
413803,2/14/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
422913,2/8/2018 0:00,Marijuana Premises Check,MOUNT VERNON,SKAGIT
414292,2/15/2018 0:00,Marijuana Compliance Check-no Sale,GOLDENDALE,KLICKITAT
415619,2/14/2018 0:00,Marijuana Premises Check,AUBURN,KING
413414,2/15/2018 0:00,Marijuana Compliance Check-no Sale,BINGEN,KLICKITAT
412066,2/6/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
414958,2/16/2018 0:00,Marijuana Compliance Check-no Sale,ELLENSBURG,KITTITAS
415083,2/23/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413846,2/4/2018 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
423036,2/16/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
415445,2/14/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
415348,2/28/2018 0:00,Marijuana Premises Check,SEATTLE,KING
422257,2/9/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
412652,2/23/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
421577,2/13/2018 0:00,Marijuana Premises Check,REDMOND,KING
412076,2/13/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
416581,2/7/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
425128,1/30/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,COWLITZ
423000,2/18/2018 0:00,Marijuana Premises Check,BELLEVUE,KING
425795,2/21/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
84154,2/2/2018 0:00,Marijuana Premises Check,TACOMA,PIERCE
412104,2/22/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
424573,2/26/2018 0:00,Marijuana Premises Check,MOXEE,YAKIMA
86054,2/8/2018 0:00,Marijuana Compliance Check-no Sale,MOSES LAKE,GRANT
420416,2/6/2018 0:00,Marijuana Compliance Check-no Sale,BREMERTON,KITSAP
413067,2/1/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
425965,2/2/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
422655,2/28/2018 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ADAMS
423775,2/21/2018 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
