Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12,Quan_1,Quan_2,Quan_3,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_7,Cat_10,Cat_13,Cat_15,Cat_16,Cat_84,Cat_110,Cat_116,Cat_121,Cat_122,Cat_136,Cat_147,Cat_148,Cat_157,Cat_162,Cat_164,Cat_168,Cat_171,Cat_173,Cat_174,Cat_178,Cat_183,Cat_184,Cat_193,Cat_198,Cat_203,Cat_204,Cat_205,Cat_209,Cat_214,Cat_215,Cat_222,Cat_223,Cat_233,Cat_240,Cat_242,Cat_247,Cat_291,Cat_292,Cat_297,Cat_302,Cat_309,Cat_318,Cat_323,Cat_338,Cat_349,Cat_359,Cat_367,Cat_371,Cat_380,Cat_389,Cat_392,Cat_400,Cat_403,Cat_417,Cat_420,Cat_430,Cat_440,Cat_467,Cat_468,Cat_469,Cat_470,Cat_471,Cat_472,Cat_481,Cat_482,Cat_483,Cat_484,Cat_491,Cat_492,Cat_493,Cat_510,Cat_511,Cat_512,Cat_513
10000,6000,2000,2000,2000,2000,500,500,2000,2000,500,500,4308600,6000,42,5,12,1362,5,13,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000,18000,26000,6000,5000,5000,3000,2000,6000,5000,2000,2000,1463400,9000,82,17,32,48,3,26,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000,500,500,2000,500,500,500,500,500,500,500,1332300,4300,48,16,251,672,2,2,0,0,1,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000,16000,8000,6000,3000,3000,3000,3000,3000,2000,2000,2000,52200,8300,110,6,32,40,5,13,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,2000,2000,500,500,500,500,500,3000,2000,2000,500,1618300,5600,60,31,64,360,3,4,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,2000,2000,2000,500,500,500,500,500,500,500,2301100,6400,24,42,180,285,10,84,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,6000,2000,2000,2000,500,500,500,500,500,500,500,456200,6500,18,53,107,174,5,17,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58000,15000,8000,3000,11000,5000,3000,2000,2000,3000,3000,3000,379300,8400,144,13,23,30,4,10,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0
2000,500,500,500,500,500,500,500,500,500,500,500,2617100,6400,4,137,420,739,6,15,0,1,1,4,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
18000,26000,11000,6000,8000,3000,2000,500,500,2000,2000,500,805400,7800,43,3,5,5,3,5,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,5000,2000,500,3000,2000,2000,2000,500,500,500,500,994700,7700,90,7,135,217,1,41,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,35000,23000,11000,8000,5000,3000,5000,5000,5000,3000,3000,31600,8600,121,42,79,129,2,2,0,0,2,7,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50000,13000,6000,6000,3000,2000,2000,2000,2000,3000,500,500,1210500,8900,44,42,77,127,3,5,0,0,2,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,3000,2000,2000,500,500,2000,2000,2000,500,2000,2000,1842000,8600,95,45,290,478,4,10,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3000,2000,2000,3000,2000,500,500,500,500,500,500,500,421100,7900,72,3,5,7,3,6,0,0,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,2000,2000,2000,2000,500,2000,2000,2000,500,500,52200,7500,87,5,10,19,4,11,3,0,1,2,0,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,3000,2000,2000,500,2000,2000,500,500,2000,500,500,2671700,8000,85,16,165,566,1,1,0,4,1,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0
6000,6000,16000,5000,8000,6000,3000,2000,2000,500,500,500,1139100,7300,49,17,32,49,3,4,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,500,500,500,500,500,500,500,500,2454000,6400,26,53,176,660,4,11,0,0,1,4,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,500,500,500,500,500,500,500,500,500,500,2657500,6500,1,53,176,323,4,11,0,0,1,3,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,2671700,6800,35,16,304,1388,4,11,0,0,1,4,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,500,500,500,500,500,500,500,500,500,500,2301100,6200,7,27,482,69,10,32,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,3000,2000,500,500,2000,2000,500,500,2000,2000,500,1175400,7800,77,60,98,193,2,2,0,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8000,5000,2000,500,500,500,2000,500,500,500,500,500,235200,8000,67,2,141,224,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,8000,3000,2000,5000,3000,3000,2000,2000,2000,2000,2000,281900,8300,90,42,82,311,2,2,0,4,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2000,2000,3000,2000,2000,2000,2000,500,500,500,500,500,918600,5300,6,16,243,403,7,16,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,2000,2000,3000,2000,2000,2000,500,500,500,500,500,1411600,8600,96,56,142,225,5,13,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,18000,6000,3000,3000,2000,2000,2000,2000,2000,2000,2000,97600,8500,134,52,106,172,8,18,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,2000,500,500,2344300,7100,65,80,275,449,3,3,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,2000,2000,500,500,500,500,500,500,500,500,2657500,5000,71,120,373,631,6,28,2,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,500,500,500,500,500,500,500,500,1545800,7500,46,9,213,348,9,49,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,500,500,500,500,500,500,500,500,500,500,3792300,5200,41,27,50,1125,5,17,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3000,500,500,500,500,500,500,500,500,500,500,500,2671700,7800,76,45,559,637,4,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,2000,500,500,500,500,500,500,500,500,500,500,2301100,4400,5,53,129,1131,4,20,0,0,1,4,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,2301100,4400,12,14,484,377,12,34,3,0,1,4,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,500,500,500,500,500,500,500,500,1797300,2900,37,1,252,447,2,2,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,5000,2000,2000,500,500,2000,3000,500,500,2000,500,890700,5800,61,12,21,28,4,10,0,0,1,2,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,2000,3000,500,2000,2000,2000,500,500,500,500,1080000,7200,60,3,5,7,3,6,0,0,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,11000,2000,2000,2000,2000,2000,2000,2000,500,500,500,1999100,7700,88,28,132,446,9,23,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2000,2000,500,500,500,500,500,500,500,500,500,500,1175400,7100,56,53,333,559,2,2,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000,2000,2000,500,500,500,500,500,500,500,500,3518300,8300,64,56,142,1010,5,13,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,320800,5500,10,53,176,277,4,20,0,0,1,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,37000,6000,5000,3000,2000,2000,2000,2000,2000,500,2000,3792300,4200,37,28,627,1179,11,30,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
34000,6000,10000,23000,6000,5000,3000,3000,2000,2000,500,500,3518300,8800,68,17,32,52,3,6,0,0,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,500,3000,3000,2000,2000,500,500,2000,2000,500,994700,7500,57,53,187,295,5,17,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,500,500,2000,500,500,500,500,500,500,500,500,1080000,4300,22,59,115,253,4,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,5000,2000,2000,500,500,2000,500,500,500,500,500,2054000,7700,88,5,232,305,2,14,0,0,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,784400,7900,37,17,32,198,3,26,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,3000,2000,5000,2000,500,500,2000,500,500,500,500,887900,8300,53,12,168,398,5,13,0,4,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
26000,18000,5000,2000,2000,3000,2000,2000,2000,5000,500,500,820700,8400,95,6,67,432,8,18,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29000,32000,8000,5000,3000,2000,2000,2000,2000,2000,2000,2000,456200,7600,84,6,31,40,5,13,0,1,1,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2000,500,2000,2000,500,500,500,500,500,500,500,500,2175300,4300,18,28,327,1146,3,85,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,500,500,500,500,500,500,500,500,500,2054000,7800,84,5,11,587,2,2,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19000,56000,24000,15000,11000,6000,6000,8000,6000,5000,3000,3000,538300,8800,110,28,114,189,2,42,0,1,1,1,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0
5000,23000,3000,3000,2000,2000,2000,2000,2000,500,2000,2000,3570700,5700,8,5,9,382,2,55,3,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,2000,500,500,500,500,2000,500,500,500,500,500,1278800,6300,53,16,243,244,4,11,0,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,16000,3000,3000,5000,2000,3000,3000,2000,2000,500,2000,2125000,7500,98,2,339,571,4,11,0,0,1,17,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,1,2,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18000,8000,15000,5000,5000,3000,2000,2000,2000,2000,2000,2000,1864300,8400,113,28,114,183,2,2,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,2,2,2,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6000,5000,3000,500,500,500,500,500,500,500,500,2000,768600,6800,46,17,32,201,3,4,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,500,500,500,2000,500,500,2000,500,500,500,2301100,3800,39,16,243,244,2,2,7,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,8000,3000,3000,2000,2000,2000,2000,500,500,500,500,52200,7400,109,5,13,16,2,2,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,2,1,0,2,0,2,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,3000,2000,2000,2000,2000,500,500,500,500,2000,500,171900,7500,82,42,76,126,5,13,0,0,2,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,11000,2000,2000,2000,2000,2000,2000,500,2000,2000,2000,3122700,7200,127,16,33,643,4,10,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
10000,3000,3000,2000,2000,2000,2000,5000,2000,2000,2000,2000,2004800,7900,75,16,31,286,4,11,3,0,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,500,500,500,500,500,2000,500,500,1900100,7700,70,45,403,701,5,17,0,0,1,11,0,2,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3000,8000,500,2000,2000,500,500,2000,500,500,2000,500,2789600,7200,80,60,38,664,10,50,0,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105000,24000,10000,18000,32000,8000,6000,2000,2000,500,500,500,850500,8500,58,17,30,39,3,22,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
