make,model,model_year,model_age,drive,barrels08,city_mpg,hwy_mpg,combined_mpg,co2TailpipeGpm,cylinders,engine_displ,drive_type,fuelCost08,fuelType1
Kia,Rio,2003,15,Front-Wheel Drive,12.677307692,23,30,26,341.80769231,4,1.6,Front-Wheel Drive,1500,Regular Gasoline
Kia,Spectra,2003,15,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,4,1.8,Front-Wheel Drive,1750,Regular Gasoline
Kia,Spectra,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,1.8,Front-Wheel Drive,1600,Regular Gasoline
Lexus,IS 300,2003,15,Rear-Wheel Drive,18.311666667,16,23,18,493.72222222,6,3,Rear-Wheel Drive,2600,Premium Gasoline
Lexus,IS 300,2003,15,Rear-Wheel Drive,18.311666667,16,22,18,493.72222222,6,3,Rear-Wheel Drive,2600,Premium Gasoline
Mazda,Protege/Protege 5,2003,15,Front-Wheel Drive,13.73375,22,28,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Mazda,Protege/Protege 5,2003,15,Front-Wheel Drive,14.330869565,21,27,23,386.39130435,4,2,Front-Wheel Drive,2050,Premium Gasoline
Mazda,Protege/Protege 5,2003,15,Front-Wheel Drive,13.73375,22,28,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Mazda,Protege/Protege 5,2003,15,Front-Wheel Drive,13.73375,22,28,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Mercedes-B,C230 Kompressor,2003,15,Rear-Wheel Drive,14.330869565,20,28,23,386.39130435,4,1.8,Rear-Wheel Drive,2050,Premium Gasoline
Mercedes-B,C230 Kompressor,2003,15,Rear-Wheel Drive,14.982272727,18,28,22,403.95454545,4,1.8,Rear-Wheel Drive,2100,Premium Gasoline
Mercedes-B,C230 Kompressor,2003,15,Rear-Wheel Drive,13.73375,21,29,24,370.29166667,4,1.8,Rear-Wheel Drive,1950,Premium Gasoline
Mercedes-B,C230 Kompressor,2003,15,Rear-Wheel Drive,14.982272727,19,28,22,403.95454545,4,1.8,Rear-Wheel Drive,2100,Premium Gasoline
Mercedes-B,C240,2003,15,Rear-Wheel Drive,17.347894737,17,23,19,467.73684211,6,2.6,Rear-Wheel Drive,2450,Premium Gasoline
Mercedes-B,C240,2003,15,Rear-Wheel Drive,18.311666667,15,24,18,493.72222222,6,2.6,Rear-Wheel Drive,2600,Premium Gasoline
Mercedes-B,C240 4matic,2003,15,4-Wheel or All-Wheel Drive,17.347894737,17,23,19,467.73684211,6,2.6,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Mercedes-B,C32 AMG,2003,15,Rear-Wheel Drive,19.388823529,15,19,17,522.76470588,6,3.2,Rear-Wheel Drive,2750,Premium Gasoline
Mercedes-B,C320,2003,15,Rear-Wheel Drive,16.4805,18,24,20,444.35,6,3.2,Rear-Wheel Drive,2350,Premium Gasoline
Mercedes-B,C320,2003,15,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,6,3.2,Rear-Wheel Drive,2600,Premium Gasoline
Mercedes-B,C320 4matic,2003,15,4-Wheel or All-Wheel Drive,17.347894737,17,23,19,467.73684211,6,3.2,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Mercedes-B,C320 Sports Coupe,2003,15,Rear-Wheel Drive,17.347894737,17,23,19,467.73684211,6,3.2,Rear-Wheel Drive,2450,Premium Gasoline
Mercedes-B,C320 Sports Coupe,2003,15,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,6,3.2,Rear-Wheel Drive,2600,Premium Gasoline
Mercedes-B,CL500,2003,15,Rear-Wheel Drive,20.600625,14,20,16,555.4375,8,5,Rear-Wheel Drive,2900,Premium Gasoline
Mercedes-B,CL55 AMG,2003,15,Rear-Wheel Drive,21.974,13,20,15,592.46666667,8,5,Rear-Wheel Drive,3100,Premium Gasoline
Mercedes-B,CL600,2003,15,Rear-Wheel Drive,23.543571429,12,17,14,634.78571429,12,5.5,Rear-Wheel Drive,3350,Premium Gasoline
Mitsubishi,Lancer,2003,15,Front-Wheel Drive,14.330869565,21,27,23,386.39130435,4,1.6,Front-Wheel Drive,1700,Regular Gasoline
Mitsubishi,Lancer,2003,15,Front-Wheel Drive,12.677307692,24,30,26,341.80769231,4,1.6,Front-Wheel Drive,1500,Regular Gasoline
Mitsubishi,Lancer,2003,15,Front-Wheel Drive,13.73375,21,28,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Mitsubishi,Lancer,2003,15,Front-Wheel Drive,12.677307692,23,30,26,341.80769231,4,2,Front-Wheel Drive,1500,Regular Gasoline
Mitsubishi,Lancer Evolution,2003,15,4-Wheel or All-Wheel Drive,17.347894737,16,23,19,467.73684211,4,2,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Nissan,Sentra,2003,15,Front-Wheel Drive,12.207777778,24,32,27,329.14814815,4,1.8,Front-Wheel Drive,1450,Regular Gasoline
Nissan,Sentra,2003,15,Front-Wheel Drive,11.771785714,25,33,28,317.39285714,4,1.8,Front-Wheel Drive,1400,Regular Gasoline
Nissan,Sentra,2003,15,Front-Wheel Drive,14.982272727,20,25,22,403.95454545,4,2.5,Front-Wheel Drive,1750,Regular Gasoline
Nissan,Sentra,2003,15,Front-Wheel Drive,14.330869565,21,27,23,386.39130435,4,2.5,Front-Wheel Drive,1700,Regular Gasoline
Nissan,Sentra,2003,15,Front-Wheel Drive,14.330869565,20,27,23,386.39130435,4,2.5,Front-Wheel Drive,1700,Regular Gasoline
Oldsmobile,Alero,2003,15,Front-Wheel Drive,13.1844,21,30,25,355.48,4,2.2,Front-Wheel Drive,1550,Regular Gasoline
Oldsmobile,Alero,2003,15,Front-Wheel Drive,13.1844,22,30,25,355.48,4,2.2,Front-Wheel Drive,1550,Regular Gasoline
Oldsmobile,Alero,2003,15,Front-Wheel Drive,15.695714286,18,27,21,423.19047619,6,3.4,Front-Wheel Drive,1850,Regular Gasoline
Pontiac,Grand Am,2003,15,Front-Wheel Drive,13.1844,21,30,25,355.48,4,2.2,Front-Wheel Drive,1550,Regular Gasoline
Pontiac,Grand Am,2003,15,Front-Wheel Drive,13.1844,22,30,25,355.48,4,2.2,Front-Wheel Drive,1550,Regular Gasoline
Pontiac,Grand Am,2003,15,Front-Wheel Drive,15.695714286,18,27,21,423.19047619,6,3.4,Front-Wheel Drive,1850,Regular Gasoline
Pontiac,Sunfire,2003,15,Front-Wheel Drive,13.1844,21,30,25,355.48,4,2.2,Front-Wheel Drive,1550,Regular Gasoline
Pontiac,Sunfire,2003,15,Front-Wheel Drive,13.1844,22,30,25,355.48,4,2.2,Front-Wheel Drive,1550,Regular Gasoline
Saab,9-3 Sport Sedan,2003,15,Front-Wheel Drive,14.330869565,19,28,23,386.39130435,4,2,Front-Wheel Drive,1700,Regular Gasoline
Saab,9-3 Sport Sedan,2003,15,Front-Wheel Drive,14.330869565,20,29,23,386.39130435,4,2,Front-Wheel Drive,1700,Regular Gasoline
Saturn,Ion,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2.2,Front-Wheel Drive,1600,Regular Gasoline
Saturn,Ion,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2.2,Front-Wheel Drive,1600,Regular Gasoline
Saturn,Ion,2003,15,Front-Wheel Drive,13.1844,22,30,25,355.48,4,2.2,Front-Wheel Drive,1550,Regular Gasoline
Subaru,Legacy/Outback AWD,2003,15,4-Wheel or All-Wheel Drive,15.695714286,19,25,21,423.19047619,4,2.5,4-Wheel or All-Wheel Drive,1850,Regular Gasoline
Subaru,Legacy/Outback AWD,2003,15,4-Wheel or All-Wheel Drive,15.695714286,18,25,21,423.19047619,4,2.5,4-Wheel or All-Wheel Drive,1850,Regular Gasoline
Subaru,Legacy/Outback AWD,2003,15,4-Wheel or All-Wheel Drive,15.695714286,18,25,21,423.19047619,4,2.5,4-Wheel or All-Wheel Drive,1850,Regular Gasoline
Subaru,Legacy/Outback AWD,2003,15,4-Wheel or All-Wheel Drive,17.347894737,17,23,19,467.73684211,6,3,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Suzuki,Aerio,2003,15,Front-Wheel Drive,13.1844,22,28,25,355.48,4,2,Front-Wheel Drive,1550,Regular Gasoline
Suzuki,Aerio,2003,15,Front-Wheel Drive,13.1844,23,29,25,355.48,4,2,Front-Wheel Drive,1550,Regular Gasoline
Suzuki,Aerio 4WD,2003,15,4-Wheel or All-Wheel Drive,14.330869565,21,26,23,386.39130435,4,2,4-Wheel or All-Wheel Drive,1700,Regular Gasoline
Toyota,Camry Solara,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2.4,Front-Wheel Drive,1600,Regular Gasoline
Toyota,Camry Solara,2003,15,Front-Wheel Drive,13.73375,21,30,24,370.29166667,4,2.4,Front-Wheel Drive,1600,Regular Gasoline
Toyota,Camry Solara,2003,15,Front-Wheel Drive,16.4805,17,25,20,444.35,6,3,Front-Wheel Drive,1950,Regular Gasoline
Toyota,Corolla,2003,15,Front-Wheel Drive,11.771785714,25,34,28,317.39285714,4,1.8,Front-Wheel Drive,1400,Regular Gasoline
Toyota,Corolla,2003,15,Front-Wheel Drive,10.632580645,28,36,31,286.67741935,4,1.8,Front-Wheel Drive,1250,Regular Gasoline
Toyota,Echo,2003,15,Front-Wheel Drive,10.632580645,28,36,31,286.67741935,4,1.5,Front-Wheel Drive,1250,Regular Gasoline
Toyota,Echo,2003,15,Front-Wheel Drive,9.9881818182,30,38,33,269.3030303,4,1.5,Front-Wheel Drive,1200,Regular Gasoline
Toyota,Prius,2003,15,Front-Wheel Drive,8.0392682927,42,41,41,216.75609756,4,1.5,Front-Wheel Drive,950,Regular Gasoline
Volkswagen,Golf,2003,15,Front-Wheel Drive,11.581363636,29,40,33,308.48484848,4,1.9,Front-Wheel Drive,1350,Diesel
Volkswagen,Golf,2003,15,Front-Wheel Drive,10.0575,35,44,38,267.89473684,4,1.9,Front-Wheel Drive,1150,Diesel
Volkswagen,Golf,2003,15,Front-Wheel Drive,14.330869565,20,27,23,386.39130435,4,2,Front-Wheel Drive,1700,Regular Gasoline
Volkswagen,Golf,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Volkswagen,GTI,2003,15,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,6,2.8,Front-Wheel Drive,2100,Premium Gasoline
Volkswagen,Jetta,2003,15,Front-Wheel Drive,11.581363636,29,40,33,308.48484848,4,1.9,Front-Wheel Drive,1350,Diesel
Volkswagen,Jetta,2003,15,Front-Wheel Drive,10.0575,35,44,38,267.89473684,4,1.9,Front-Wheel Drive,1150,Diesel
Volkswagen,Jetta,2003,15,Front-Wheel Drive,14.330869565,20,27,23,386.39130435,4,2,Front-Wheel Drive,1700,Regular Gasoline
Volkswagen,Jetta,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Volkswagen,Jetta,2003,15,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,6,2.8,Front-Wheel Drive,2100,Premium Gasoline
Volkswagen,Jetta,2003,15,Front-Wheel Drive,14.982272727,19,28,22,403.95454545,6,2.8,Front-Wheel Drive,2100,Premium Gasoline
Volkswagen,Passat 4motion,2003,15,4-Wheel or All-Wheel Drive,17.347894737,17,24,19,467.73684211,6,2.8,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Volkswagen,Passat 4motion,2003,15,4-Wheel or All-Wheel Drive,18.311666667,16,23,18,493.72222222,8,4,4-Wheel or All-Wheel Drive,2600,Premium Gasoline
Volvo,S40 FWD,2003,15,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,4,1.9,Front-Wheel Drive,2100,Premium Gasoline
Volvo,S60 AWD,2003,15,4-Wheel or All-Wheel Drive,17.347894737,16,23,19,467.73684211,5,2.5,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Volvo,S60 FWD,2003,15,Front-Wheel Drive,15.695714286,18,25,21,423.19047619,5,2.3,Front-Wheel Drive,2200,Premium Gasoline
Volvo,S60 FWD,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,5,2.3,Front-Wheel Drive,2200,Premium Gasoline
Volvo,S60 FWD,2003,15,Front-Wheel Drive,14.330869565,19,28,23,386.39130435,5,2.4,Front-Wheel Drive,2050,Premium Gasoline
Volvo,S60 FWD,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,5,2.4,Front-Wheel Drive,2200,Premium Gasoline
Volvo,S60 FWD,2003,15,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,5,2.4,Front-Wheel Drive,2100,Premium Gasoline
Acura,3.2TL,2003,15,Front-Wheel Drive,15.695714286,17,27,21,423.19047619,6,3.2,Front-Wheel Drive,2200,Premium Gasoline
Acura,3.5RL,2003,15,Front-Wheel Drive,18.311666667,16,22,18,493.72222222,6,3.5,Front-Wheel Drive,2600,Premium Gasoline
Audi,A6,2003,15,Front-Wheel Drive,15.695714286,18,25,21,423.19047619,6,3,Front-Wheel Drive,2200,Premium Gasoline
Audi,A6 quattro,2003,15,4-Wheel or All-Wheel Drive,17.347894737,16,23,19,467.73684211,6,2.7,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Audi,A6 quattro,2003,15,4-Wheel or All-Wheel Drive,17.347894737,16,23,19,467.73684211,6,2.7,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Audi,A6 quattro,2003,15,4-Wheel or All-Wheel Drive,17.347894737,16,24,19,467.73684211,6,3,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Audi,A6 quattro,2003,15,4-Wheel or All-Wheel Drive,18.311666667,15,23,18,493.72222222,8,4.2,4-Wheel or All-Wheel Drive,2600,Premium Gasoline
Audi,A8,2003,15,4-Wheel or All-Wheel Drive,18.311666667,15,23,18,493.72222222,8,4.2,4-Wheel or All-Wheel Drive,2600,Premium Gasoline
Audi,S8,2003,15,4-Wheel or All-Wheel Drive,20.600625,14,20,16,555.4375,8,4.2,4-Wheel or All-Wheel Drive,2900,Premium Gasoline
Bentley,Arnage,2003,15,Rear-Wheel Drive,29.964545455,9,13,11,807.90909091,8,6.8,Rear-Wheel Drive,4250,Premium Gasoline
Buick,Century,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3.1,Front-Wheel Drive,1850,Regular Gasoline
Buick,Regal,2003,15,Front-Wheel Drive,17.347894737,16,25,19,467.73684211,6,3.8,Front-Wheel Drive,2450,Premium Gasoline
Buick,Regal,2003,15,Front-Wheel Drive,16.4805,17,27,20,444.35,6,3.8,Front-Wheel Drive,1950,Regular Gasoline
Cadillac,CTS,2003,15,Rear-Wheel Drive,17.347894737,16,24,19,467.73684211,6,3.2,Rear-Wheel Drive,2450,Premium Gasoline
Cadillac,CTS,2003,15,Rear-Wheel Drive,17.347894737,17,24,19,467.73684211,6,3.2,Rear-Wheel Drive,2450,Premium Gasoline
Cadillac,Seville,2003,15,Front-Wheel Drive,17.347894737,16,25,19,467.73684211,8,4.6,Front-Wheel Drive,2050,Regular Gasoline
Chevrolet,Malibu,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3.1,Front-Wheel Drive,1850,Regular Gasoline
Chevrolet,Monte Carlo,2003,15,Front-Wheel Drive,14.982272727,19,29,22,403.95454545,6,3.4,Front-Wheel Drive,1750,Regular Gasoline
Chevrolet,Monte Carlo,2003,15,Front-Wheel Drive,16.4805,17,27,20,444.35,6,3.8,Front-Wheel Drive,1950,Regular Gasoline
Chrysler,Sebring 4 Door,2003,15,Front-Wheel Drive,14.982272727,20,27,22,403.95454545,4,2.4,Front-Wheel Drive,1750,Regular Gasoline
Chrysler,Sebring 4 Door,2003,15,Front-Wheel Drive,15.695714286,19,25,21,423.19047619,6,2.7,Front-Wheel Drive,1850,Regular Gasoline
Chrysler,Sebring 4 Door,2003,15,Front-Wheel Drive,15.695714286,19,26,21,423.19047619,6,2.7,Front-Wheel Drive,1850,Regular Gasoline
Dodge,Stratus 4 Door,2003,15,Front-Wheel Drive,14.982272727,20,27,22,403.95454545,4,2.4,Front-Wheel Drive,1750,Regular Gasoline
Dodge,Stratus 4 Door,2003,15,Front-Wheel Drive,15.695714286,19,25,21,423.19047619,6,2.7,Front-Wheel Drive,1850,Regular Gasoline
Dodge,Stratus 4 Door,2003,15,Front-Wheel Drive,16.4805,17,25,20,444.35,6,2.7,Front-Wheel Drive,1950,Regular Gasoline
Dodge,Stratus 4 Door,2003,15,Front-Wheel Drive,15.695714286,19,26,21,423.19047619,6,2.7,Front-Wheel Drive,1850,Regular Gasoline
Honda,Accord,2003,15,Front-Wheel Drive,13.1844,21,31,25,355.48,4,2.4,Front-Wheel Drive,1550,Regular Gasoline
Honda,Accord,2003,15,Front-Wheel Drive,12.677307692,23,31,26,341.80769231,4,2.4,Front-Wheel Drive,1500,Regular Gasoline
Honda,Accord,2003,15,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,6,3,Front-Wheel Drive,1750,Regular Gasoline
Honda,Accord,2003,15,Front-Wheel Drive,15.695714286,18,27,21,423.19047619,6,3,Front-Wheel Drive,1850,Regular Gasoline
Hyundai,Sonata,2003,15,Front-Wheel Drive,14.982272727,19,28,22,403.95454545,4,2.4,Front-Wheel Drive,1750,Regular Gasoline
Hyundai,Sonata,2003,15,Front-Wheel Drive,14.330869565,20,28,23,386.39130435,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Hyundai,Sonata,2003,15,Front-Wheel Drive,16.4805,17,25,20,444.35,6,2.7,Front-Wheel Drive,1950,Regular Gasoline
Hyundai,Sonata,2003,15,Front-Wheel Drive,16.4805,18,25,20,444.35,6,2.7,Front-Wheel Drive,1950,Regular Gasoline
Hyundai,XG350,2003,15,Front-Wheel Drive,18.311666667,15,24,18,493.72222222,6,3.5,Front-Wheel Drive,2150,Regular Gasoline
Infiniti,I35,2003,15,Front-Wheel Drive,16.4805,17,24,20,444.35,6,3.5,Front-Wheel Drive,1950,Regular Gasoline
Jaguar,S-Type 3.0 Litre,2003,15,Rear-Wheel Drive,17.347894737,16,24,19,467.73684211,6,3,Rear-Wheel Drive,2450,Premium Gasoline
Jaguar,S-Type 3.0 Litre,2003,15,Rear-Wheel Drive,17.347894737,16,24,19,467.73684211,6,3,Rear-Wheel Drive,2450,Premium Gasoline
Jaguar,S-Type 4.2 Litre,2003,15,Rear-Wheel Drive,18.311666667,15,24,18,493.72222222,8,4.2,Rear-Wheel Drive,2600,Premium Gasoline
Jaguar,S-Type R,2003,15,Rear-Wheel Drive,19.388823529,15,22,17,522.76470588,8,4.2,Rear-Wheel Drive,2750,Premium Gasoline
Jaguar,Super V8,2003,15,Rear-Wheel Drive,20.600625,14,20,16,555.4375,8,4,Rear-Wheel Drive,2900,Premium Gasoline
Jaguar,Vanden Plas,2003,15,Rear-Wheel Drive,18.311666667,15,22,18,493.72222222,8,4,Rear-Wheel Drive,2600,Premium Gasoline
Kia,Optima,2003,15,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,4,2.4,Front-Wheel Drive,1750,Regular Gasoline
Kia,Optima,2003,15,Front-Wheel Drive,14.330869565,20,27,23,386.39130435,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Kia,Optima,2003,15,Front-Wheel Drive,15.695714286,18,25,21,423.19047619,6,2.7,Front-Wheel Drive,1850,Regular Gasoline
Kia,Optima,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,2.7,Front-Wheel Drive,1850,Regular Gasoline
Lexus,ES 300,2003,15,Front-Wheel Drive,15.695714286,18,27,21,423.19047619,6,3,Front-Wheel Drive,1850,Regular Gasoline
Lexus,GS 300/GS 430,2003,15,Rear-Wheel Drive,17.347894737,16,23,19,467.73684211,6,3,Rear-Wheel Drive,2450,Premium Gasoline
Lexus,GS 300/GS 430,2003,15,Rear-Wheel Drive,18.311666667,16,22,18,493.72222222,8,4.3,Rear-Wheel Drive,2600,Premium Gasoline
Lincoln,LS,2003,15,Rear-Wheel Drive,16.4805,17,24,20,444.35,6,3,Rear-Wheel Drive,2350,Premium Gasoline
Lincoln,LS,2003,15,Rear-Wheel Drive,15.695714286,18,25,21,423.19047619,6,3,Rear-Wheel Drive,2200,Premium Gasoline
Lincoln,LS,2003,15,Rear-Wheel Drive,18.311666667,16,22,18,493.72222222,8,3.9,Rear-Wheel Drive,2600,Premium Gasoline
Lincoln,LS,2003,15,Rear-Wheel Drive,18.311666667,16,23,18,493.72222222,8,3.9,Rear-Wheel Drive,2600,Premium Gasoline
Mercury,Sable,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3,Front-Wheel Drive,1850,Regular Gasoline
Mercury,Sable,2003,15,Front-Wheel Drive,15.695714286,18,25,21,423.19047619,6,3,Front-Wheel Drive,1850,Regular Gasoline
Mazda,6,2003,15,Front-Wheel Drive,13.73375,22,29,24,370.29166667,4,2.3,Front-Wheel Drive,1600,Regular Gasoline
Mazda,6,2003,15,Front-Wheel Drive,14.982272727,20,26,22,403.95454545,4,2.3,Front-Wheel Drive,1750,Regular Gasoline
Mazda,6,2003,15,Front-Wheel Drive,16.4805,17,25,20,444.35,6,3,Front-Wheel Drive,1950,Regular Gasoline
Mazda,6,2003,15,Front-Wheel Drive,16.4805,17,25,20,444.35,6,3,Front-Wheel Drive,1950,Regular Gasoline
Mercedes-B,E320,2003,15,Rear-Wheel Drive,16.4805,17,24,20,444.35,6,3.2,Rear-Wheel Drive,2350,Premium Gasoline
Mercedes-B,E500,2003,15,Rear-Wheel Drive,19.388823529,15,21,17,522.76470588,8,5,Rear-Wheel Drive,2750,Premium Gasoline
Mitsubishi,Diamante Sedan,2003,15,Front-Wheel Drive,18.311666667,16,23,18,493.72222222,6,3.5,Front-Wheel Drive,2600,Premium Gasoline
Mitsubishi,Galant,2003,15,Front-Wheel Drive,15.695714286,19,25,21,423.19047619,4,2.4,Front-Wheel Drive,1850,Regular Gasoline
Mitsubishi,Galant,2003,15,Front-Wheel Drive,15.695714286,19,25,21,423.19047619,4,2.4,Front-Wheel Drive,1850,Regular Gasoline
Mitsubishi,Galant,2003,15,Front-Wheel Drive,15.695714286,18,25,21,423.19047619,6,3,Front-Wheel Drive,2200,Premium Gasoline
Nissan,Altima,2003,15,Front-Wheel Drive,14.330869565,20,27,23,386.39130435,4,2.5,Front-Wheel Drive,1700,Regular Gasoline
Nissan,Altima,2003,15,Front-Wheel Drive,14.330869565,20,27,23,386.39130435,4,2.5,Front-Wheel Drive,1700,Regular Gasoline
Nissan,Altima,2003,15,Front-Wheel Drive,17.347894737,17,24,19,467.73684211,6,3.5,Front-Wheel Drive,2050,Regular Gasoline
Nissan,Altima,2003,15,Front-Wheel Drive,15.695714286,19,24,21,423.19047619,6,3.5,Front-Wheel Drive,1850,Regular Gasoline
Nissan,Maxima,2003,15,Front-Wheel Drive,16.4805,17,24,20,444.35,6,3.5,Front-Wheel Drive,1950,Regular Gasoline
Nissan,Maxima,2003,15,Front-Wheel Drive,15.695714286,19,26,21,423.19047619,6,3.5,Front-Wheel Drive,1850,Regular Gasoline
Oldsmobile,Aurora,2003,15,Front-Wheel Drive,18.311666667,15,24,18,493.72222222,8,4,Front-Wheel Drive,2150,Regular Gasoline
Pontiac,Grand Prix,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3.1,Front-Wheel Drive,1850,Regular Gasoline
Pontiac,Grand Prix,2003,15,Front-Wheel Drive,17.347894737,16,25,19,467.73684211,6,3.8,Front-Wheel Drive,2450,Premium Gasoline
Pontiac,Grand Prix,2003,15,Front-Wheel Drive,16.4805,17,27,20,444.35,6,3.8,Front-Wheel Drive,1950,Regular Gasoline
Saab,9-5,2003,15,Front-Wheel Drive,15.695714286,17,27,21,423.19047619,4,2.3,Front-Wheel Drive,1850,Regular Gasoline
Saab,9-5,2003,15,Front-Wheel Drive,15.695714286,18,27,21,423.19047619,4,2.3,Front-Wheel Drive,2200,Premium Gasoline
Saab,9-5,2003,15,Front-Wheel Drive,14.982272727,19,28,22,403.95454545,4,2.3,Front-Wheel Drive,1750,Regular Gasoline
Saab,9-5,2003,15,Front-Wheel Drive,14.982272727,19,28,22,403.95454545,4,2.3,Front-Wheel Drive,2100,Premium Gasoline
Saab,9-5,2003,15,Front-Wheel Drive,17.347894737,16,24,19,467.73684211,6,3,Front-Wheel Drive,2450,Premium Gasoline
Saturn,L200,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2.2,Front-Wheel Drive,1600,Regular Gasoline
Saturn,L200,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2.2,Front-Wheel Drive,1600,Regular Gasoline
Saturn,L300,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3,Front-Wheel Drive,1850,Regular Gasoline
Toyota,Camry,2003,15,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2.4,Front-Wheel Drive,1600,Regular Gasoline
Toyota,Camry,2003,15,Front-Wheel Drive,13.73375,21,30,24,370.29166667,4,2.4,Front-Wheel Drive,1600,Regular Gasoline
Toyota,Camry,2003,15,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3,Front-Wheel Drive,1850,Regular Gasoline
Volkswagen,Passat,2003,15,Front-Wheel Drive,14.330869565,19,28,23,386.39130435,4,1.8,Front-Wheel Drive,2050,Premium Gasoline
Volkswagen,Passat,2003,15,Front-Wheel Drive,14.982272727,19,28,22,403.95454545,4,1.8,Front-Wheel Drive,2100,Premium Gasoline
Volkswagen,Passat,2003,15,Front-Wheel Drive,16.4805,17,26,20,444.35,6,2.8,Front-Wheel Drive,2350,Premium Gasoline
Volkswagen,Passat,2003,15,Front-Wheel Drive,16.4805,17,25,20,444.35,6,2.8,Front-Wheel Drive,2350,Premium Gasoline
Volvo,S80/S80 Executive,2003,15,Front-Wheel Drive,16.4805,18,25,20,444.35,6,2.9,Front-Wheel Drive,2350,Premium Gasoline
Volvo,S80/S80 Executive,2003,15,Front-Wheel Drive,17.347894737,17,24,19,467.73684211,6,2.9,Front-Wheel Drive,2450,Premium Gasoline
Audi,A8 L,2003,15,4-Wheel or All-Wheel Drive,18.311666667,15,23,18,493.72222222,8,4.2,4-Wheel or All-Wheel Drive,2600,Premium Gasoline
Bentley,Arnage LWB,2003,15,Rear-Wheel Drive,29.964545455,9,13,11,807.90909091,8,6.8,Rear-Wheel Drive,4250,Premium Gasoline
BMW,745i,2003,15,Rear-Wheel Drive,17.347894737,16,24,19,467.73684211,8,4.4,Rear-Wheel Drive,2450,Premium Gasoline
BMW,745li,2003,15,Rear-Wheel Drive,17.347894737,16,24,19,467.73684211,8,4.4,Rear-Wheel Drive,2450,Premium Gasoline
Buick,LeSabre,2003,15,Front-Wheel Drive,15.695714286,17,27,21,423.19047619,6,3.8,Front-Wheel Drive,1850,Regular Gasoline
Buick,Park Avenue,2003,15,Front-Wheel Drive,17.347894737,16,25,19,467.73684211,6,3.8,Front-Wheel Drive,2450,Premium Gasoline
Buick,Park Avenue,2003,15,Front-Wheel Drive,15.695714286,17,27,21,423.19047619,6,3.8,Front-Wheel Drive,1850,Regular Gasoline
Cadillac,DeVille,2003,15,Front-Wheel Drive,17.347894737,16,25,19,467.73684211,8,4.6,Front-Wheel Drive,2050,Regular Gasoline
Cadillac,Funeral Coach / Hea,2003,15,Front-Wheel Drive,23.543571429,12,18,14,634.78571429,8,4.6,Front-Wheel Drive,2800,Regular Gasoline
Cadillac,Limousine,2003,15,Front-Wheel Drive,21.974,13,20,15,592.46666667,8,4.6,Front-Wheel Drive,2600,Regular Gasoline
