License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
414723,9/18/2014 0:00,Written Warning,7D4261B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,TACOMA,PIERCE
413372,2/7/2015 0:00,Written Warning,2T5038A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SEATTLE,KING
413806,10/10/2015 0:00,Written Warning,4I5283A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORPORATED AREAS,CHELAN
414002,3/15/2016 0:00,Written Warning,1R6075A,314.55.083(6),(MJ) Exceeding maximum serving requirements for marijuana-infused products.,LACEY,THURSTON
414723,9/18/2014 0:00,Written Warning,7D4261B,69.50.328,(MJ) Misrepresentation of fact.,TACOMA,PIERCE
413558,3/6/2017 0:00,Written Warning,2J7066A,314.55.155(4),(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
413870,5/17/2016 0:00,Written Warning,1U6138C,314.55.086,(MJ) Signs: Failure to post required signs.,BREMERTON,KITSAP
412084,11/12/2014 0:00,Written Warning,7O4316A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORP. AREAS,BENTON
417174,3/15/2016 0:00,Written Warning,7B6075A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
413150,3/28/2016 0:00,Written Warning,7C6088A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
414240,5/26/2015 0:00,Written Warning,3K5146A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,KIRKLAND,KING
416406,8/3/2015 0:00,Written Warning,7C5215B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORPORATED AREAS,MASON
413138,8/23/2016 0:00,Written Warning,7B6236A,314.55.085,(MJ) Violation of transportation requirements. (producer),SEATTLE,KING
417394,9/10/2015 0:00,Written Warning,7O5253A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
412196,5/5/2016 0:00,Written Warning,7L6126A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,YAKIMA
412672,1/13/2015 0:00,Written Warning,7G5013A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,SNOHOMISH
414140,6/28/2017 0:00,Written Warning,7P7179B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
413287,5/25/2017 0:00,Written Warning,7N7145A,314.55.085,(MJ) Violation of transportation requirements.,SPOKANE VALLEY,SPOKANE
413134,6/14/2017 0:00,Written Warning,7H7165A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
424273,6/14/2017 0:00,Written Warning,4H7165A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,CLE ELUM,KITTITAS
422764,6/7/2017 0:00,Written Warning,4L7158A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,CLARKSTON,ASOTIN
416134,6/13/2017 0:00,Written Warning,7P7164A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
416134,6/13/2017 0:00,Written Warning,7P7164A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,CHELAN
415064,6/2/2017 0:00,Written Warning,3U7153A,69.50.535,(MJ) Failure to submit monthly tax reports and/or payments.,BLAINE,WHATCOM
413773,2/4/2015 0:00,Written Warning,4F5035A,69.50.357,(MJ) Retail outlet selling unauthorized products.,UNION GAP,YAKIMA
416548,4/23/2015 0:00,Written Warning,7O5113A,314.55.087,(MJ) Records: Improper recordkeeping.,UNINCORP. AREAS,BENTON
412213,12/30/2016 0:00,Written Warning,7P6365C,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,CHELAN
412262,4/15/2015 0:00,Written Warning,7H5105A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
415645,8/30/2016 0:00,Written Warning,4G6243B,314.55.079,(MJ) Sale or service to minor,WENATCHEE,CHELAN
413570,5/4/2015 0:00,Written Warning,2A5124A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412618,12/12/2016 0:00,Written Warning,7P6347A,314.55.104,(MJ) Marijuana processor extraction requirements.,UNINCORPORATED AREAS,CHELAN
415658,3/30/2017 0:00,Written Warning,4W7089A,69.50.357,(MJ) Retail outlet selling unauthorized products.,UNINCORPORATED AREAS,KING
412170,10/11/2016 0:00,Written Warning,7D6285A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
413596,6/4/2015 0:00,Written Warning,4F5155B,69.50.357,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,UNION GAP,YAKIMA
412080,4/26/2016 0:00,Written Warning,7I6117A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,SAN JUAN
417314,7/14/2017 0:00,Written Warning,7P7195A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
415968,3/9/2016 0:00,Written Warning,7N6069A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SPOKANE
412388,4/21/2016 0:00,Written Warning,7E6112A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,KLICKITAT
416027,7/21/2016 0:00,Written Warning,7I6203A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SKAGIT
413211,12/11/2015 0:00,Written Warning,7E5345A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,WAHKIAKUM
412252,9/4/2015 0:00,Written Warning,7J5247A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412681,9/23/2014 0:00,Written Warning,7D4266C,69.50.328,(MJ) Misrepresentation of fact.,TACOMA,PIERCE
417174,6/7/2016 0:00,Written Warning,7D6159A,314.02.020,(MJ) Operating plan: Violations of a board-approved operating plan.,TACOMA,PIERCE
421102,12/7/2016 0:00,Written Warning,7G6342A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,EVERETT,SNOHOMISH
421707,7/18/2017 0:00,Written Warning,3B7199A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLINGHAM,WHATCOM
413215,1/20/2017 0:00,Written Warning,7G7020A,314.55.087(1)(f),"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,SNOHOMISH
413718,2/19/2015 0:00,Written Warning,7D5050A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,TACOMA,PIERCE
414780,4/26/2015 0:00,Written Warning,2E5116A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SEATTLE,KING
412923,12/28/2016 0:00,Written Warning,1R6363A,69.50.357,(MJ) Retail outlet selling unauthorized products.,UNINCORPORATED AREAS,PIERCE
412627,8/8/2015 0:00,Written Warning,7J5220A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
422227,11/22/2016 0:00,Written Warning,7N6327A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
413534,9/21/2015 0:00,Written Warning,3C5264D,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,ANACORTES,SKAGIT
420741,2/28/2017 0:00,Written Warning,2P7059A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BURIEN,KING
415425,5/26/2016 0:00,AVN,3V6147A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
413809,5/3/2017 0:00,AVN,2I7123A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
417497,10/11/2016 0:00,AVN,7L6285B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
412274,10/4/2017 0:00,AVN,7J7277A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,TACOMA,PIERCE
415921,5/4/2017 0:00,AVN,7P7124A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,CHELAN
415857,8/24/2015 0:00,AVN,7L5236A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,KITTITAS
421667,9/14/2017 0:00,AVN,3H7257A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
412656,4/13/2017 0:00,AVN,7I7103A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),BELLINGHAM,WHATCOM
415064,6/3/2015 0:00,AVN,3A5154A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BLAINE,WHATCOM
424273,7/19/2017 0:00,AVN,4H7200A,314.55.079,(MJ) Sale or service to minor,CLE ELUM,KITTITAS
412439,6/3/2016 0:00,AVN,7Q6155A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
412107,11/18/2015 0:00,AVN,7D5322A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORP. AREAS,KITSAP
420291,9/17/2017 0:00,Written Warning,2G7260E,314.55.087,(MJ) Records: Improper recordkeeping.,SEATTLE,KING
412396,4/13/2016 0:00,AVN,7E6104A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),VANCOUVER,CLARK
414755,7/24/2017 0:00,Written Warning,4H7205B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,WENATCHEE,CHELAN
423754,10/19/2016 0:00,Written Warning,2J6293A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
412251,11/13/2015 0:00,Written Warning,7N5317B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
413803,6/26/2015 0:00,Written Warning,2D5177B,69.50.357,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,UNINCORPORATED AREAS,KING
415812,4/24/2017 0:00,Written Warning,7Q7114A,314.55.017,(MJ) Unauthorized sale to a retail licensee. (producer),SPOKANE (CITY),SPOKANE
423402,7/31/2017 0:00,Written Warning,2K7206A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
415674,7/28/2017 0:00,Written Warning,3B7209A,314.55.086,(MJ) Signs: Failure to post required signs.,UNINCORP. AREAS,WHATCOM
412457,10/16/2016 0:00,Written Warning,7L6290D,314.55.083(5),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
414983,2/7/2015 0:00,Written Warning,3W5038A,69.50.357,(MJ) Retailer displaying products in a manner visible to the general public from a public right of way.,BELLEVUE,KING
416025,7/25/2017 0:00,Written Warning,7J7206B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
417643,7/25/2017 0:00,Written Warning,3D7206A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,OAK HARBOR,ISLAND
412784,5/14/2015 0:00,Written Warning,7L5134B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,MOXEE,YAKIMA
416414,10/16/2016 0:00,Written Warning,7L6290C,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),MOXEE,YAKIMA
414149,6/1/2016 0:00,Written Warning,7R6153A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,CLALLAM
412208,1/22/2016 0:00,Written Warning,7I6022A,314.55.075(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),FERNDALE,WHATCOM
412324,7/22/2016 0:00,Written Warning,7J6204A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,KING
412723,5/26/2016 0:00,Written Warning,7J6147B,314.55.018,(MJ) True party of interest violation.,SEATTLE,KING
416107,8/26/2016 0:00,Written Warning,7J6239A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,LAKE STEVENS,SNOHOMISH
412315,1/21/2016 0:00,Written Warning,7O6021A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
423670,11/17/2016 0:00,Written Warning,7O6322B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
416853,3/28/2017 0:00,Written Warning,7G7087B,314.55.087,(MJ) Records: Improper recordkeeping. (producer),ARLINGTON,SNOHOMISH
417525,1/12/2016 0:00,Written Warning,7M6012A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,SPOKANE
412061,2/6/2015 0:00,Written Warning,7O5037A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),PASCO,FRANKLIN
412076,9/24/2015 0:00,Written Warning,7O5267A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,UNINCORPORATED AREAS,YAKIMA
416627,11/13/2015 0:00,Written Warning,7N5317C,314.55.082,(MJ) Failure to maintain required insurance.,UNINCORPORATED AREAS,SPOKANE
412284,2/10/2015 0:00,AVN,7I5041A,314.55.035,(MJ) True party of interest violation.,UNINCORP. AREAS,WHATCOM
412969,3/25/2015 0:00,Written Warning,7H5084A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,DOUGLAS
421708,6/14/2016 0:00,Written Warning,2C6166A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
413821,7/15/2016 0:00,Written Warning,1D6197A,314.55.083(1),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,OLYMPIA,THURSTON
419892,5/26/2017 0:00,Written Warning,7J7146A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
421491,2/14/2017 0:00,Written Warning,1C7045A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,OLYMPIA,THURSTON
413000,4/30/2015 0:00,Written Warning,7H5120B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
413558,8/9/2016 0:00,Written Warning,2H6222A,69.50.357,(MJ) Retail outlet selling unauthorized products.,SEATTLE,KING
412952,7/27/2017 0:00,Written Warning,7J7208A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
413084,8/4/2016 0:00,Written Warning,7L6217B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,YAKIMA
416184,10/2/2015 0:00,Written Warning,7D5275A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,PACIFIC
412622,8/9/2016 0:00,Written Warning,7G6222A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,UNINCORPORATED AREAS,SNOHOMISH
413165,6/14/2017 0:00,Written Warning,7O7165A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
412112,6/22/2016 0:00,Written Warning,7J6174A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,BELLEVUE,KING
417019,6/17/2016 0:00,Written Warning,7P6169A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,CHELAN
413211,12/11/2015 0:00,Written Warning,7E5345A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,WAHKIAKUM
416544,10/8/2014 0:00,Written Warning,7D4281A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,JEFFERSON
412044,11/25/2014 0:00,Written Warning,7D4329A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,KING
416548,4/23/2015 0:00,Written Warning,7O5113A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORP. AREAS,BENTON
412681,9/23/2014 0:00,Written Warning,7D4266C,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,TACOMA,PIERCE
413719,11/17/2015 0:00,Written Warning,7I5321A,314.55.105,(MJ) Packaging and/or labeling violations (producer).,UNINCORP. AREAS,WHATCOM
413426,11/25/2015 0:00,Written Warning,4D5329A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,BENTON
412681,7/20/2015 0:00,Written Warning,7D5201B,314.55.035,(MJ) True party of interest violation.,TACOMA,PIERCE
412639,2/3/2017 0:00,Written Warning,7G7034A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),SEATTLE,KING
414780,5/26/2016 0:00,Written Warning,7J6147A,314.55.018,(MJ) True party of interest violation.,SEATTLE,KING
413716,10/22/2015 0:00,Written Warning,7B5295A,314.55.099,(MJ) Failure to maintain standardized scale requirements (producer).,UNINCORPORATED AREAS,KING
412044,11/25/2014 0:00,Written Warning,7D4329A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
417053,6/3/2016 0:00,Written Warning,7G6155A,314.55.050,(MJ) Failure to furnish required documents.,UNINCORPORATED AREAS,SNOHOMISH
412949,3/21/2016 0:00,Written Warning,7P6081A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,OKANOGAN
413163,8/2/2017 0:00,AVN,7I7214A,314.55.050,(MJ) Misrepresentation of fact.,UNINCORPORATED AREAS,SKAGIT
413626,5/2/2016 0:00,AVN,7D6123A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,MASON
419640,8/21/2015 0:00,AVN,1F5233A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,THURSTON
413802,5/10/2017 0:00,AVN,1C7130A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,TUMWATER,THURSTON
420894,5/25/2017 0:00,AVN,3G7145A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
412144,4/16/2015 0:00,AVN,7M5106A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
417214,8/11/2017 0:00,AVN,7B7223A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,TACOMA,PIERCE
412396,9/2/2016 0:00,AVN,7B6246A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),VANCOUVER,CLARK
415694,6/14/2017 0:00,AVN,7M7165A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SPOKANE
414889,3/7/2017 0:00,AVN,1R7066A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
415927,10/23/2015 0:00,AVN,7H5296B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
412235,12/13/2016 0:00,AVN,7Q6348A,314.55.083(5),(MJ) Failure to utilize and/or maintain traceability. (producer),AIRWAY HEIGHTS,SPOKANE
421490,10/25/2017 0:00,AVN,1C7298A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,THURSTON
413626,5/2/2016 0:00,AVN,7D6123A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,MASON
424162,5/10/2017 0:00,AVN,7L7130A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,YAKIMA
415310,5/12/2017 0:00,AVN,1V7132A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,KITSAP
416315,6/12/2017 0:00,AVN,7J7163A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SEATTLE,KING
413737,10/6/2016 0:00,AVN,3G6280B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
414780,9/22/2015 0:00,AVN,2J5265B,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,SEATTLE,KING
412681,9/23/2014 0:00,Written Warning,7D4266C,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,TACOMA,PIERCE
412324,7/22/2016 0:00,Written Warning,7J6204A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,KING
415700,2/6/2015 0:00,Written Warning,7G5037B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
414680,1/5/2015 0:00,Written Warning,3G5005A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,EVERETT,SNOHOMISH
412252,4/29/2016 0:00,Written Warning,7J6120A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
413791,1/5/2017 0:00,Written Warning,2S7005A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,RENTON,KING
412149,1/21/2016 0:00,Written Warning,7D6021A,314.55.085,(MJ) Violation of transportation requirements.,RAYMOND,PACIFIC
413773,3/12/2015 0:00,Written Warning,4F5071A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNION GAP,YAKIMA
417497,8/5/2016 0:00,Written Warning,7L6218A,314.55.085,(MJ) Violation of transportation requirements. (producer),MOXEE,YAKIMA
416129,7/21/2017 0:00,Written Warning,7G7202A,314.55.086,(MJ) Signs: Failure to post required signs.,ARLINGTON,SNOHOMISH
415658,3/30/2017 0:00,Written Warning,4W7089A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,KING
412866,6/12/2017 0:00,Written Warning,7N7163A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,FERRY
415857,8/24/2015 0:00,Written Warning,7L5236A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,KITTITAS
413773,3/12/2015 0:00,Written Warning,4F5071A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,UNION GAP,YAKIMA
412891,4/4/2016 0:00,Written Warning,7N6095A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
413116,4/6/2017 0:00,Written Warning,7N7096A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
417125,6/7/2017 0:00,Written Warning,7L7158A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,MOSES LAKE,GRANT
413014,5/16/2016 0:00,Written Warning,7Q6137A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE VALLEY,SPOKANE
412943,7/25/2014 0:00,Written Warning,7D4206A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KITSAP
412792,5/14/2015 0:00,Written Warning,7L5134A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,KITTITAS
413319,4/29/2015 0:00,Written Warning,2A5119A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412923,12/28/2016 0:00,Written Warning,1R6363A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,PIERCE
423396,3/6/2017 0:00,Written Warning,7G7065A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
412070,2/4/2016 0:00,Written Warning,7J6035A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SEATTLE,KING
412973,11/10/2015 0:00,Written Warning,7L5314B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
412943,7/25/2014 0:00,Written Warning,7D4206A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,KITSAP
413948,3/8/2017 0:00,Written Warning,7C7067A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,UNINCORPORATED AREAS,THURSTON
412589,1/20/2016 0:00,Written Warning,7I6020A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SKAGIT
414042,10/15/2014 0:00,Written Warning,7G4288A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,SNOHOMISH
413596,11/29/2016 0:00,Written Warning,4F6334A,314.55.155(2),(MJ) Advertising: Violations (statements/illustrations).,UNION GAP,YAKIMA
412527,11/30/2015 0:00,Written Warning,7N5334B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
412044,11/25/2014 0:00,Written Warning,7D4329A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,KING
423396,3/6/2017 0:00,Written Warning,7G7065A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),ARLINGTON,SNOHOMISH
412031,7/24/2015 0:00,Written Warning,7C5205A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,THURSTON
412759,6/17/2015 0:00,Written Warning,7G5168A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,UNINCORPORATED AREAS,SNOHOMISH
412396,4/13/2016 0:00,Written Warning,7E6104A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),VANCOUVER,CLARK
412622,3/10/2016 0:00,Written Warning,7G6070A,314.55.104,(MJ) Using unauthorized solvents or gases in processing.,UNINCORPORATED AREAS,SNOHOMISH
421652,7/13/2017 0:00,Written Warning,3C7194A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,ANACORTES,SKAGIT
414295,12/8/2016 0:00,Written Warning,2Q6343A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,DES MOINES,KING
415900,7/21/2016 0:00,Written Warning,7M6203A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,STEVENS
412943,7/25/2014 0:00,Written Warning,7D4206A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,KITSAP
416027,7/21/2016 0:00,Written Warning,7I6203A,314.55.075(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SKAGIT
416548,4/23/2015 0:00,Written Warning,7O5113A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,UNINCORP. AREAS,BENTON
416184,10/2/2015 0:00,Written Warning,7D5275A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,PACIFIC
416632,3/17/2017 0:00,Written Warning,7J7076A,314.55.050,(MJ) Operating plan: Violations of a board-approved operating plan.,TACOMA,PIERCE
412598,12/10/2015 0:00,Written Warning,7G5344A,314.55.097,(MJ) Failure for a processor to meet marijuana waste disposal requirements.,ARLINGTON,SNOHOMISH
415658,3/30/2017 0:00,Written Warning,4W7089A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,KING
